Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Components	Taxonomic lineage	Genome assembly ID	Genome representation
UP000472265	Sparus aurata (Gilthead sea bream)	8175	69199	C:97.1%[S:47.1%,D:50.0%],F:1.2%,M:1.7%,n:3640	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Chromosome 18; Chromosome 19; Chromosome 20; Chromosome 21; Chromosome 22; Chromosome 23; Chromosome 24; Mitochondrion MT; Unassembled WGS sequence; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Euteleosteomorpha, Neoteleostei, Eurypterygia, Ctenosquamata, Acanthomorphata, Euacanthomorphacea, Percomorphaceae, Eupercaria, Spariformes, Sparidae, Sparus	GCA_900880675.1	full
UP000472267	Salarias fasciatus (Jewelled blenny) (Blennius fasciatus)	181472	55738	C:92.9%[S:51.1%,D:41.8%],F:2.2%,M:4.9%,n:3640	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Chromosome 18; Chromosome 19; Chromosome 20; Chromosome 22; Chromosome 23; Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Euteleosteomorpha, Neoteleostei, Eurypterygia, Ctenosquamata, Acanthomorphata, Euacanthomorphacea, Percomorphaceae, Ovalentaria, Blenniimorphae, Blenniiformes, Blennioidei, Blenniidae, Salariinae, Salarias	GCA_902148845.1	full
UP000472268	Suricata suricatta (Meerkat)	37032	37195	C:92.8%[S:53.5%,D:39.2%],F:1.1%,M:6.1%,n:14502	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome x; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Laurasiatheria, Carnivora, Feliformia, Herpestidae, Suricata	GCA_006229205.1	full
UP000472269	Athene cunicularia (Burrowing owl) (Speotyto cunicularia)	194338	22627	C:90.9%[S:67.3%,D:23.5%],F:3.3%,M:5.8%,n:8338	Unknown	Whole Genome Shotgun Assembly; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria, Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Neoaves, Telluraves, Strigiformes, Strigidae, Athene	GCA_003259725.1	full
UP000472270	Sinocyclocheilus rhinocerous	307959	97522	C:94.4%[S:20.5%,D:73.9%],F:2.3%,M:3.3%,n:3640	Unknown	Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Otomorpha, Ostariophysi, Otophysi, Cypriniphysae, Cypriniformes, Cyprinoidei, Cyprinidae, Cyprininae, Sinocyclocheilus	GCA_001515625.1	full
UP000472271	Sphaeramia orbicularis (orbiculate cardinalfish)	375764	57747	C:94.4%[S:51.9%,D:42.4%],F:1.6%,M:4.1%,n:3640	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Chromosome 18; Chromosome 19; Chromosome 20; Chromosome 21; Chromosome 22; Chromosome 24; Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Euteleosteomorpha, Neoteleostei, Eurypterygia, Ctenosquamata, Acanthomorphata, Euacanthomorphacea, Percomorphaceae, Gobiaria, Kurtiformes, Apogonoidei, Apogonidae, Apogoninae, Sphaeramia	GCA_902148855.1	full
UP000472272	Podarcis muralis (Wall lizard) (Lacerta muralis)	64176	36445	C:92.0%[S:58.6%,D:33.4%],F:2.4%,M:5.6%,n:7480	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Chromosome 18; Chromosome z; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria, Lepidosauria, Squamata, Bifurcata, Unidentata, Episquamata, Laterata, Lacertibaenia, Lacertidae, Lacertinae, Podarcis	GCA_004329235.1	full
UP000472274	Terrapene triunguis (Three-toed box turtle)	2587831	31610	C:92.4%[S:66.2%,D:26.2%],F:2.9%,M:4.7%,n:7480	Unknown	Whole Genome Shotgun Assembly; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria, Archelosauria, Testudinata, Testudines, Cryptodira, Durocryptodira, Testudinoidea, Emydidae, Terrapene	GCA_002925995.2	full
UP000472276	Oreochromis aureus (Israeli tilapia) (Chromis aureus)	47969	47152	C:98.1%[S:61.6%,D:36.5%],F:0.7%,M:1.2%,n:3640	Unknown	Linkage Group LG1; Linkage Group LG10; Linkage Group LG11; Linkage Group LG12; Linkage Group LG13; Linkage Group LG14; Linkage Group LG15; Linkage Group LG16; Linkage Group LG17; Linkage Group LG18; Linkage Group LG19; Linkage Group LG2; Linkage Group LG20; Linkage Group LG22; Linkage Group LG23; Linkage Group LG3; Linkage Group LG4; Linkage Group LG5; Linkage Group LG6; Linkage Group LG7; Linkage Group LG8; Linkage Group LG9; Unassembled WGS sequence; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Euteleosteomorpha, Neoteleostei, Eurypterygia, Ctenosquamata, Acanthomorphata, Euacanthomorphacea, Percomorphaceae, Ovalentaria, Cichlomorphae, Cichliformes, Cichlidae, African cichlids, Pseudocrenilabrinae, Oreochromini, Oreochromis	GCA_013358895.1	full
UP000472277	Salmo trutta (Brown trout)	8032	114756	C:97.9%[S:26.3%,D:71.6%],F:0.6%,M:1.5%,n:3640	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Chromosome 18; Chromosome 19; Chromosome 20; Chromosome 21; Chromosome 22; Chromosome 23; Chromosome 24; Chromosome 25; Chromosome 26; Chromosome 27; Chromosome 28; Chromosome 29; Chromosome 30; Chromosome 31; Chromosome 32; Chromosome 33; Chromosome 34; Chromosome 35; Chromosome 36; Chromosome 37; Chromosome 38; Chromosome 40; Chromosome 39; Mitochondrion MT; Unassembled WGS sequence; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Euteleosteomorpha, Protacanthopterygii, Salmoniformes, Salmonidae, Salmoninae, Salmo	GCA_901001165.1	full
UP000475037	Crocuta crocuta (Spotted hyena)	9678	16983	C:74.0%[S:73.4%,D:0.6%],F:2.4%,M:23.6%,n:14502	Unknown	Mitochondrion MT; Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Laurasiatheria, Carnivora, Feliformia, Hyaenidae, Crocuta	GCA_008692635.1	full
UP000479987	Nylanderia fulva	613905	426	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:5991	Unknown	Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Hymenoptera, Apocrita, Aculeata, Formicoidea, Formicidae, Formicinae, Lasiini, Nylanderia	GCA_005281655.2	full
UP000492821	Panagrellus redivivus (Microworm)	6233	26334	C:76.4%[S:64.4%,D:12.0%],F:1.3%,M:22.3%,n:3131	Unknown	Unassembled WGS sequence; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda, Chromadorea, Rhabditida, Tylenchina, Panagrolaimomorpha, Panagrolaimoidea, Panagrolaimidae, Panagrellus	GCA_000341325.1	full
UP000494040	Cimex lectularius (Bed bug) (Acanthia lectularia)	79782	20637	C:99.5%[S:60.2%,D:39.3%],F:0.0%,M:0.4%,n:2510	Unknown	Unassembled WGS sequence; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Paraneoptera, Hemiptera, Prosorrhyncha, Heteroptera, Euheteroptera, Neoheteroptera, Panheteroptera, Cimicomorpha, Cimicoidea, Cimicidae, Cimex	GCA_000648675.3	full
UP000494163	Drosophila busckii (Fruit fly)	30019	11911	C:92.9%[S:89.6%,D:3.3%],F:1.2%,M:5.9%,n:3285	Unknown	Chromosome 2L; Chromosome 2R; Chromosome 3L; Chromosome 3R; Chromosome 4; Chromosome X	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Diptera, Brachycera, Muscomorpha, Eremoneura, Cyclorrhapha, Schizophora, Acalyptratae, Ephydroidea, Drosophilidae, Drosophilinae, Drosophilini, Drosophila, Dorsilopha	GCA_001277935.1	full
UP000503349	Channa argus (Northern snakehead) (Ophicephalus argus)	215402	22264	C:89.2%[S:87.8%,D:1.4%],F:1.7%,M:9.1%,n:3640	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Chromosome 18; Chromosome 19; Chromosome 20; Chromosome 21; Chromosome 22; Chromosome 23; Chromosome 24; Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Euteleosteomorpha, Neoteleostei, Eurypterygia, Ctenosquamata, Acanthomorphata, Euacanthomorphacea, Percomorphaceae, Anabantaria, Anabantiformes, Channoidei, Channidae, Channa	GCA_004786185.1	full
UP000504602	Geospiza fortis (Medium ground-finch)	48883	19288	C:97.2%[S:77.8%,D:19.4%],F:1.4%,M:1.4%,n:10844	Unknown	Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria, Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Neoaves, Telluraves, Australaves, Passeriformes, Thraupidae, Geospiza	GCF_000277835.1	full
UP000504606	Frankliniella occidentalis (Western flower thrips) (Euthrips occidentalis)	133901	23245	C:99.4%[S:67.9%,D:31.5%],F:0.4%,M:0.2%,n:1367	Unknown	Mitochondrion MT; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Paraneoptera, Thysanoptera, Terebrantia, Thripoidea, Thripidae, Thripinae, Frankliniella	GCF_000697945.3	full
UP000504611	Notothenia coriiceps (black rockcod)	8208	29861	C:78.3%[S:59.3%,D:19.0%],F:16.5%,M:5.2%,n:3640	Unknown	Mitochondrion MT; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Euteleosteomorpha, Neoteleostei, Eurypterygia, Ctenosquamata, Acanthomorphata, Euacanthomorphacea, Percomorphaceae, Eupercaria, Perciformes, Notothenioidei, Nototheniidae, Notothenia	GCF_000735185.1	full
UP000504612	Notechis scutatus (mainland tiger snake)	8663	26669	C:90.7%[S:56.1%,D:34.6%],F:3.1%,M:6.2%,n:7480	Unknown	Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria, Lepidosauria, Squamata, Bifurcata, Unidentata, Episquamata, Toxicofera, Serpentes, Colubroidea, Elapidae, Hydrophiinae, Notechis	GCF_900518725.1	full
UP000504615	Pogonomyrmex barbatus (red harvester ant)	144034	16171	C:96.4%[S:62.9%,D:33.5%],F:2.5%,M:1.1%,n:5991	Unknown	Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Hymenoptera, Apocrita, Aculeata, Formicoidea, Formicidae, Myrmicinae, Pogonomyrmecini, Pogonomyrmex	GCF_000187915.1	full
UP000504617	Thamnophis sirtalis	35019	22845	C:79.1%[S:58.1%,D:21.0%],F:7.8%,M:13.1%,n:7480	Unknown	Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria, Lepidosauria, Squamata, Bifurcata, Unidentata, Episquamata, Toxicofera, Serpentes, Colubroidea, Colubridae, Natricinae, Thamnophis	GCF_001077635.1	full
UP000504618	Temnothorax curvispinosus	300111	21925	C:94.7%[S:50.2%,D:44.5%],F:2.4%,M:3.0%,n:5991	Unknown	Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Hymenoptera, Apocrita, Aculeata, Formicoidea, Formicidae, Myrmicinae, Crematogastrini, Temnothorax	GCF_003070985.1	full
UP000504623	Chrysochloris asiatica (Cape golden mole)	185453	24871	C:97.5%[S:82.1%,D:15.4%],F:0.9%,M:1.5%,n:11366	Unknown	Mitochondrion MT; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Afrotheria, Chrysochloridae, Chrysochlorinae, Chrysochloris	GCF_000296735.1	full
UP000504624	Lepidothrix coronata (blue-crowned manakin)	321398	28808	C:98.7%[S:51.0%,D:47.7%],F:0.6%,M:0.7%,n:10844	Unknown	Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria, Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Neoaves, Telluraves, Australaves, Passeriformes, Pipridae, Lepidothrix	GCF_001604755.1	full
UP000504627	Pipra filicauda (Wire-tailed manakin)	649802	29367	C:97.9%[S:51.1%,D:46.9%],F:0.5%,M:1.6%,n:10844	Unknown	Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria, Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Neoaves, Telluraves, Australaves, Passeriformes, Pipridae, Pipra	GCF_003945595.2	full
UP000504628	Phyllostomus discolor (pale spear-nosed bat)	89673	38708	C:98.5%[S:49.2%,D:49.3%],F:0.3%,M:1.2%,n:12234	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome X; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome Y; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Laurasiatheria, Chiroptera, Yangochiroptera, Phyllostomidae, Phyllostominae, Phyllostomus	GCF_004126475.2	full
UP000504629	Bombyx mandarina (Wild silk moth) (Wild silkworm)	7092	17282	C:94.6%[S:67.4%,D:27.3%],F:0.3%,M:5.1%,n:5286	Unknown	Mitochondrion MT; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Amphiesmenoptera, Lepidoptera, Glossata, Neolepidoptera, Heteroneura, Ditrysia, Obtectomera, Bombycoidea, Bombycidae, Bombycinae, Bombyx	GCF_003987935.1	full
UP000504630	Cottoperca gobio (Frogmouth) (Aphritis gobio)	56716	32803	C:95.6%[S:66.1%,D:29.5%],F:0.7%,M:3.8%,n:3640	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Chromosome 18; Chromosome 19; Chromosome 20; Chromosome 21; Chromosome 22; Chromosome 23; Chromosome 24; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Euteleosteomorpha, Neoteleostei, Eurypterygia, Ctenosquamata, Acanthomorphata, Euacanthomorphacea, Percomorphaceae, Eupercaria, Perciformes, Notothenioidei, Bovichtidae, Cottoperca	GCF_900634415.1	full
UP000504631	Bombus vosnesenskii	207650	19375	C:99.3%[S:50.4%,D:48.9%],F:0.2%,M:0.6%,n:5991	Unknown	Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Hymenoptera, Apocrita, Aculeata, Apoidea, Anthophila, Apidae, Apinae, Bombini, Bombus, Pyrobombus	GCF_011952255.1	full
UP000504632	Chanos chanos (Milkfish) (Mugil chanos)	29144	28975	C:98.6%[S:82.2%,D:16.4%],F:0.2%,M:1.2%,n:3640	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Mitochondrion MT; Chromosome 16; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Otomorpha, Ostariophysi, Anotophysi, Gonorynchiformes, Chanoidei, Chanidae, Chanos	GCF_902362185.1	full
UP000504633	Drosophila hydei (Fruit fly)	7224	18596	C:99.8%[S:69.7%,D:30.1%],F:0.1%,M:0.1%,n:3285	Unknown	Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Diptera, Brachycera, Muscomorpha, Eremoneura, Cyclorrhapha, Schizophora, Acalyptratae, Ephydroidea, Drosophilidae, Drosophilinae, Drosophilini, Drosophila, Drosophila, repleta group, hydei subgroup	GCF_003285905.1	full
